season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Ntemp,Natemp,Nhum,Nwindspeed,Ntemp_cat,Nhum_cat,Nwind_cat,cnt_cat
Summer,0,April,2,0,Rabu,1,1,0.24,0.2424,0.7,0.1343,0,5,5,9.84,12.120000000000001,70.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,3,0,Rabu,1,1,0.26,0.2727,0.6,0.1343,0,4,4,10.66,13.635,60.0,8.9981,Dingin,Sedang,Lemah,Rendah
Summer,0,April,4,0,Rabu,1,1,0.24,0.2424,0.65,0.1343,0,1,1,9.84,12.120000000000001,65.0,8.9981,Dingin,Sedang,Lemah,Rendah
Summer,0,April,5,0,Rabu,1,1,0.24,0.2576,0.7,0.1045,1,12,13,9.84,12.879999999999999,70.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,6,0,Rabu,1,1,0.24,0.2576,0.7,0.1045,4,52,56,9.84,12.879999999999999,70.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,7,0,Rabu,1,1,0.26,0.2727,0.65,0.1045,3,130,133,10.66,13.635,65.0,7.0015,Dingin,Sedang,Lemah,Rendah
Summer,0,April,8,0,Rabu,1,1,0.32,0.303,0.61,0.2239,17,308,325,13.120000000000001,15.15,61.0,15.001299999999999,Dingin,Sedang,Lemah,Rendah
Summer,0,April,9,0,Rabu,1,1,0.36,0.3333,0.46,0.2537,8,157,165,14.76,16.665,46.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,10,0,Rabu,1,1,0.4,0.4091,0.37,0.3881,21,48,69,16.400000000000002,20.455000000000002,37.0,26.0027,Sedang,Sedang,Sedang,Rendah
Summer,0,April,11,0,Rabu,1,1,0.42,0.4242,0.38,0.3881,23,70,93,17.22,21.21,38.0,26.0027,Sedang,Sedang,Sedang,Rendah
Summer,0,April,13,0,Rabu,1,1,0.46,0.4545,0.38,0.4925,29,83,112,18.86,22.725,38.0,32.9975,Sedang,Sedang,Sedang,Rendah
Summer,0,April,22,0,Kamis,1,2,0.4,0.4091,0.76,0.194,18,63,81,16.400000000000002,20.455000000000002,76.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,23,0,Kamis,1,1,0.38,0.3939,0.76,0.2537,9,45,54,15.58,19.695,76.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,0,0,Jumat,1,2,0.36,0.3485,0.76,0.2239,4,21,25,14.76,17.424999999999997,76.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,11,0,Sabtu,0,2,0.36,0.3636,0.81,0.0,51,91,142,14.76,18.18,81.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,12,0,Sabtu,0,2,0.36,0.3485,0.81,0.1343,79,123,202,14.76,17.424999999999997,81.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,13,0,Sabtu,0,2,0.36,0.3788,0.81,0.0,114,108,222,14.76,18.94,81.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,14,0,Sabtu,0,2,0.36,0.3485,0.81,0.1343,94,118,212,14.76,17.424999999999997,81.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,15,0,Sabtu,0,2,0.36,0.3788,0.87,0.0,85,116,201,14.76,18.94,87.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,16,0,Sabtu,0,2,0.38,0.3939,0.82,0.0,73,118,191,15.58,19.695,82.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,17,0,Sabtu,0,2,0.38,0.3939,0.82,0.0896,128,129,257,15.58,19.695,82.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,18,0,Sabtu,0,2,0.38,0.3939,0.82,0.1045,48,129,177,15.58,19.695,82.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,19,0,Sabtu,0,2,0.38,0.3939,0.82,0.1343,47,83,130,15.58,19.695,82.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,20,0,Sabtu,0,2,0.38,0.3939,0.87,0.1642,19,74,93,15.58,19.695,87.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,21,0,Sabtu,0,2,0.36,0.3485,0.93,0.1343,10,65,75,14.76,17.424999999999997,93.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,22,0,Sabtu,0,2,0.36,0.3485,0.93,0.1343,21,66,87,14.76,17.424999999999997,93.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,23,0,Sabtu,0,2,0.38,0.3939,0.87,0.0896,12,45,57,15.58,19.695,87.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,0,0,Minggu,0,2,0.38,0.3939,0.87,0.0896,5,48,53,15.58,19.695,87.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,1,0,Minggu,0,2,0.38,0.3939,0.87,0.1343,6,31,37,15.58,19.695,87.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,2,0,Minggu,0,2,0.38,0.3939,0.87,0.0896,12,24,36,15.58,19.695,87.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,3,0,Minggu,0,2,0.38,0.3939,0.87,0.1343,5,11,16,15.58,19.695,87.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,4,0,Minggu,0,2,0.36,0.3636,0.93,0.1045,3,2,5,14.76,18.18,93.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,5,0,Minggu,0,2,0.36,0.3636,0.93,0.0896,0,4,4,14.76,18.18,93.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,6,0,Minggu,0,2,0.36,0.3636,0.93,0.0896,0,4,4,14.76,18.18,93.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,7,0,Minggu,0,2,0.36,0.3636,1.0,0.0896,3,7,10,14.76,18.18,100.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,8,0,Minggu,0,2,0.38,0.3939,0.94,0.0896,17,38,55,15.58,19.695,94.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,9,0,Minggu,0,2,0.38,0.3939,0.94,0.1343,31,50,81,15.58,19.695,94.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,10,0,Minggu,0,2,0.4,0.4091,0.87,0.0,69,81,150,16.400000000000002,20.455000000000002,87.0,0.0,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,11,0,Minggu,0,2,0.4,0.4091,0.87,0.1343,93,109,202,16.400000000000002,20.455000000000002,87.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,12,0,Minggu,0,2,0.42,0.4242,0.88,0.1343,94,136,230,17.22,21.21,88.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,13,0,Minggu,0,1,0.46,0.4545,0.82,0.1045,121,142,263,18.86,22.725,82.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,14,0,Minggu,0,1,0.5,0.4848,0.72,0.194,148,133,281,20.5,24.240000000000002,72.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,15,0,Minggu,0,1,0.5,0.4848,0.77,0.2239,156,141,297,20.5,24.240000000000002,77.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,10,0,Sabtu,0,2,0.34,0.3333,0.87,0.1343,43,90,133,13.940000000000001,16.665,87.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,9,0,Sabtu,0,2,0.34,0.3485,0.87,0.1045,27,71,98,13.940000000000001,17.424999999999997,87.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,8,0,Sabtu,0,2,0.32,0.303,0.93,0.1642,7,47,54,13.120000000000001,15.15,93.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,7,0,Sabtu,0,2,0.3,0.303,0.93,0.1642,8,13,21,12.299999999999999,15.15,93.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,1,0,Jumat,1,2,0.34,0.3333,0.76,0.1343,3,6,9,13.940000000000001,16.665,76.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,2,0,Jumat,1,3,0.34,0.3333,0.76,0.1642,3,10,13,13.940000000000001,16.665,76.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,3,0,Jumat,1,3,0.34,0.3333,0.76,0.1642,0,1,1,13.940000000000001,16.665,76.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,4,0,Jumat,1,2,0.34,0.3333,0.86,0.1343,0,1,1,13.940000000000001,16.665,86.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,5,0,Jumat,1,2,0.32,0.3182,0.87,0.194,1,8,9,13.120000000000001,15.909999999999998,87.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,6,0,Jumat,1,2,0.34,0.3636,0.87,0.0,2,33,35,13.940000000000001,18.18,87.0,0.0,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,7,0,Jumat,1,3,0.34,0.3333,0.87,0.1642,4,109,113,13.940000000000001,16.665,87.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,8,0,Jumat,1,3,0.34,0.3333,0.87,0.1642,13,208,221,13.940000000000001,16.665,87.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,9,0,Jumat,1,2,0.36,0.3485,0.76,0.194,17,168,185,14.76,17.424999999999997,76.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Summer,0,April,10,0,Jumat,1,2,0.36,0.3333,0.71,0.2836,10,63,73,14.76,16.665,71.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,11,0,Jumat,1,2,0.4,0.4091,0.62,0.3881,19,79,98,16.400000000000002,20.455000000000002,62.0,26.0027,Sedang,Sedang,Sedang,Rendah
Summer,0,April,12,0,Jumat,1,3,0.38,0.3939,0.66,0.2239,29,51,80,15.58,19.695,66.0,15.001299999999999,Sedang,Sedang,Lemah,Rendah
Summer,0,April,13,0,Jumat,1,3,0.36,0.3333,0.76,0.2836,7,35,42,14.76,16.665,76.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,14,0,Jumat,1,3,0.34,0.3182,0.87,0.2239,2,13,15,13.940000000000001,15.909999999999998,87.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,6,0,Selasa,1,2,0.48,0.4697,0.88,0.3284,2,36,38,19.68,23.485,88.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,15,0,Jumat,1,3,0.34,0.3182,0.87,0.2239,1,24,25,13.940000000000001,15.909999999999998,87.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,17,0,Jumat,1,3,0.32,0.303,0.93,0.2537,10,138,148,13.120000000000001,15.15,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,18,0,Jumat,1,3,0.32,0.303,0.93,0.2537,8,54,62,13.120000000000001,15.15,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,19,0,Jumat,1,3,0.3,0.2727,0.93,0.4179,1,52,53,12.299999999999999,13.635,93.0,27.999299999999998,Dingin,Tinggi,Sedang,Rendah
Summer,0,April,20,0,Jumat,1,2,0.3,0.2727,0.93,0.3284,12,51,63,12.299999999999999,13.635,93.0,22.0028,Dingin,Tinggi,Sedang,Rendah
Summer,0,April,21,0,Jumat,1,2,0.3,0.2879,0.93,0.2537,11,43,54,12.299999999999999,14.395,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,22,0,Jumat,1,2,0.3,0.2727,0.93,0.2985,9,42,51,12.299999999999999,13.635,93.0,19.999499999999998,Dingin,Tinggi,Sedang,Rendah
Summer,0,April,23,0,Jumat,1,2,0.3,0.2879,0.93,0.2239,4,31,35,12.299999999999999,14.395,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,0,0,Sabtu,0,2,0.3,0.2879,0.87,0.2239,5,26,31,12.299999999999999,14.395,87.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,1,0,Sabtu,0,2,0.3,0.303,0.87,0.1343,3,17,20,12.299999999999999,15.15,87.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,2,0,Sabtu,0,2,0.32,0.303,0.87,0.2239,2,15,17,13.120000000000001,15.15,87.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,3,0,Sabtu,0,3,0.3,0.2879,1.0,0.2537,3,11,14,12.299999999999999,14.395,100.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,4,0,Sabtu,0,3,0.3,0.2727,1.0,0.2537,0,3,3,12.299999999999999,13.635,100.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,5,0,Sabtu,0,2,0.3,0.2879,0.93,0.2239,0,5,5,12.299999999999999,14.395,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,6,0,Sabtu,0,2,0.3,0.2879,0.93,0.194,0,13,13,12.299999999999999,14.395,93.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,16,0,Jumat,1,2,0.32,0.303,0.93,0.2537,2,58,60,13.120000000000001,15.15,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,5,0,Selasa,1,3,0.46,0.4545,0.94,0.2985,0,5,5,18.86,22.725,94.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,4,0,Selasa,1,3,0.5,0.4848,0.88,0.4925,0,2,2,20.5,24.240000000000002,88.0,32.9975,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,3,0,Selasa,1,2,0.54,0.5152,0.73,0.3284,1,3,4,22.14,25.759999999999998,73.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,3,0,Jumat,1,2,0.24,0.2273,0.93,0.2537,0,4,4,9.84,11.365,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,4,0,Jumat,1,2,0.24,0.2273,0.93,0.2537,0,3,3,9.84,11.365,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,5,0,Jumat,1,3,0.24,0.2273,0.93,0.2239,1,11,12,9.84,11.365,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,6,0,Jumat,1,3,0.24,0.2273,0.93,0.2239,2,26,28,9.84,11.365,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,7,0,Jumat,1,3,0.24,0.2424,0.93,0.0,4,91,95,9.84,12.120000000000001,93.0,0.0,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,8,0,Jumat,1,2,0.26,0.2424,0.87,0.2537,8,198,206,10.66,12.120000000000001,87.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,9,0,Jumat,1,1,0.32,0.2879,0.7,0.3582,11,162,173,13.120000000000001,14.395,70.0,23.9994,Dingin,Tinggi,Sedang,Rendah
Summer,0,April,10,0,Jumat,1,1,0.32,0.303,0.66,0.2836,12,63,75,13.120000000000001,15.15,66.0,19.0012,Dingin,Sedang,Sedang,Rendah
Summer,0,April,11,0,Jumat,1,1,0.32,0.2879,0.61,0.3582,17,72,89,13.120000000000001,14.395,61.0,23.9994,Dingin,Sedang,Sedang,Rendah
Summer,0,April,12,0,Jumat,1,1,0.34,0.303,0.53,0.3582,15,80,95,13.940000000000001,15.15,53.0,23.9994,Dingin,Sedang,Sedang,Rendah
Summer,0,April,13,0,Jumat,1,1,0.36,0.3333,0.5,0.3582,18,92,110,14.76,16.665,50.0,23.9994,Sedang,Sedang,Sedang,Rendah
Summer,0,April,14,0,Jumat,1,2,0.36,0.3333,0.46,0.3582,26,61,87,14.76,16.665,46.0,23.9994,Sedang,Sedang,Sedang,Rendah
Summer,0,April,15,0,Jumat,1,1,0.34,0.303,0.46,0.4179,30,81,111,13.940000000000001,15.15,46.0,27.999299999999998,Dingin,Sedang,Sedang,Rendah
Summer,0,April,16,0,Jumat,1,1,0.34,0.303,0.46,0.4179,42,125,167,13.940000000000001,15.15,46.0,27.999299999999998,Dingin,Sedang,Sedang,Rendah
Summer,0,April,17,0,Jumat,1,1,0.34,0.303,0.46,0.3284,36,245,281,13.940000000000001,15.15,46.0,22.0028,Dingin,Sedang,Sedang,Rendah
Summer,0,April,18,0,Jumat,1,1,0.34,0.303,0.46,0.3284,36,205,241,13.940000000000001,15.15,46.0,22.0028,Dingin,Sedang,Sedang,Rendah
Summer,0,April,19,0,Jumat,1,1,0.34,0.303,0.49,0.3284,16,120,136,13.940000000000001,15.15,49.0,22.0028,Dingin,Sedang,Sedang,Rendah
Summer,0,April,20,0,Jumat,1,1,0.32,0.3182,0.53,0.194,2,75,77,13.120000000000001,15.909999999999998,53.0,12.998000000000001,Dingin,Sedang,Lemah,Rendah
Summer,0,April,21,0,Jumat,1,1,0.32,0.3333,0.53,0.1343,9,84,93,13.120000000000001,16.665,53.0,8.9981,Dingin,Sedang,Lemah,Rendah
Summer,0,April,22,0,Jumat,1,1,0.3,0.303,0.56,0.1642,10,64,74,12.299999999999999,15.15,56.00000000000001,11.0014,Dingin,Sedang,Lemah,Rendah
Summer,0,April,23,0,Jumat,1,1,0.3,0.3182,0.61,0.0896,12,41,53,12.299999999999999,15.909999999999998,61.0,6.0032,Dingin,Sedang,Lemah,Rendah
Summer,0,April,0,0,Sabtu,0,2,0.3,0.3333,0.61,0.0,3,29,32,12.299999999999999,16.665,61.0,0.0,Dingin,Sedang,Lemah,Rendah
Summer,0,April,1,0,Sabtu,0,1,0.26,0.2727,0.65,0.1343,4,28,32,10.66,13.635,65.0,8.9981,Dingin,Sedang,Lemah,Rendah
Summer,0,April,2,0,Sabtu,0,1,0.24,0.2424,0.75,0.1343,1,20,21,9.84,12.120000000000001,75.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,3,0,Sabtu,0,1,0.24,0.2424,0.7,0.1642,1,8,9,9.84,12.120000000000001,70.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,4,0,Sabtu,0,1,0.24,0.2424,0.7,0.1642,0,5,5,9.84,12.120000000000001,70.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,5,0,Sabtu,0,2,0.24,0.2424,0.75,0.1642,1,4,5,9.84,12.120000000000001,75.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,6,0,Sabtu,0,1,0.26,0.2727,0.7,0.1045,5,7,12,10.66,13.635,70.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,7,0,Sabtu,0,2,0.26,0.2727,0.7,0.1045,2,16,18,10.66,13.635,70.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,2,0,Jumat,1,3,0.26,0.2576,0.93,0.194,0,7,7,10.66,12.879999999999999,93.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,1,0,Jumat,1,3,0.26,0.2576,1.0,0.1642,0,4,4,10.66,12.879999999999999,100.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,April,0,0,Jumat,1,3,0.26,0.2576,1.0,0.1642,0,6,6,10.66,12.879999999999999,100.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,23,0,Kamis,1,3,0.26,0.2576,1.0,0.1642,4,23,27,10.66,12.879999999999999,100.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,17,0,Rabu,1,3,0.26,0.2727,0.93,0.1045,11,105,116,10.66,13.635,93.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,18,0,Rabu,1,2,0.26,0.2576,0.93,0.2239,6,79,85,10.66,12.879999999999999,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,19,0,Rabu,1,2,0.26,0.2576,0.93,0.2239,5,67,72,10.66,12.879999999999999,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,20,0,Rabu,1,3,0.24,0.2121,0.93,0.2985,4,40,44,9.84,10.605,93.0,19.999499999999998,Dingin,Tinggi,Sedang,Rendah
Summer,0,Maret,21,0,Rabu,1,2,0.24,0.2273,0.93,0.2537,0,27,27,9.84,11.365,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,22,0,Rabu,1,3,0.24,0.2273,0.93,0.2239,3,21,24,9.84,11.365,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,23,0,Rabu,1,3,0.24,0.2121,0.93,0.2836,1,11,12,9.84,10.605,93.0,19.0012,Dingin,Tinggi,Sedang,Rendah
Summer,0,Maret,0,0,Kamis,1,3,0.24,0.2273,0.93,0.2239,0,3,3,9.84,11.365,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,1,0,Kamis,1,3,0.24,0.2273,0.93,0.194,1,4,5,9.84,11.365,93.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,2,0,Kamis,1,3,0.24,0.2273,0.93,0.194,0,5,5,9.84,11.365,93.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,3,0,Kamis,1,3,0.24,0.2273,0.93,0.2239,0,1,1,9.84,11.365,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,4,0,Kamis,1,3,0.24,0.2273,0.93,0.2537,0,2,2,9.84,11.365,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,5,0,Kamis,1,3,0.24,0.2273,0.93,0.2239,0,8,8,9.84,11.365,93.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,6,0,Kamis,1,3,0.24,0.2121,0.93,0.2985,2,34,36,9.84,10.605,93.0,19.999499999999998,Dingin,Tinggi,Sedang,Rendah
Summer,0,April,8,0,Sabtu,0,1,0.3,0.3182,0.7,0.1045,10,45,55,12.299999999999999,15.909999999999998,70.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,7,0,Kamis,1,3,0.24,0.2273,0.93,0.2537,5,87,92,9.84,11.365,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,9,0,Kamis,1,3,0.26,0.2424,0.93,0.2537,6,126,132,10.66,12.120000000000001,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,10,0,Kamis,1,3,0.26,0.2424,0.93,0.2537,15,54,69,10.66,12.120000000000001,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,11,0,Kamis,1,3,0.28,0.2727,0.93,0.194,6,52,58,11.48,13.635,93.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,12,0,Kamis,1,3,0.28,0.2727,0.93,0.194,17,73,90,11.48,13.635,93.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,13,0,Kamis,1,3,0.3,0.303,0.87,0.1343,13,55,68,12.299999999999999,15.15,87.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,14,0,Kamis,1,3,0.3,0.303,0.87,0.1343,27,49,76,12.299999999999999,15.15,87.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,15,0,Kamis,1,3,0.3,0.2727,0.87,0.2985,4,61,65,12.299999999999999,13.635,87.0,19.999499999999998,Dingin,Tinggi,Sedang,Rendah
Summer,0,Maret,16,0,Kamis,1,2,0.3,0.2879,0.87,0.2537,13,72,85,12.299999999999999,14.395,87.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,17,0,Kamis,1,2,0.3,0.2879,0.87,0.2537,15,153,168,12.299999999999999,14.395,87.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,18,0,Kamis,1,2,0.3,0.303,0.87,0.1343,12,165,177,12.299999999999999,15.15,87.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,19,0,Kamis,1,2,0.3,0.303,0.87,0.1343,12,118,130,12.299999999999999,15.15,87.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,20,0,Kamis,1,3,0.28,0.2576,0.93,0.2836,6,79,85,11.48,12.879999999999999,93.0,19.0012,Dingin,Tinggi,Sedang,Rendah
Summer,0,Maret,21,0,Kamis,1,2,0.28,0.2727,0.93,0.1642,7,53,60,11.48,13.635,93.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,22,0,Kamis,1,3,0.28,0.2727,0.93,0.2537,7,44,51,11.48,13.635,93.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,8,0,Kamis,1,2,0.24,0.2273,1.0,0.2537,7,185,192,9.84,11.365,100.0,16.997899999999998,Dingin,Tinggi,Lemah,Rendah
Summer,0,Maret,15,0,Rabu,1,3,0.28,0.2576,0.81,0.2985,14,56,70,11.48,12.879999999999999,81.0,19.999499999999998,Dingin,Tinggi,Sedang,Rendah
Summer,0,April,9,0,Sabtu,0,2,0.34,0.3485,0.66,0.1045,22,65,87,13.940000000000001,17.424999999999997,66.0,7.0015,Dingin,Sedang,Lemah,Rendah
Summer,0,April,11,0,Sabtu,0,2,0.4,0.4091,0.47,0.1642,72,126,198,16.400000000000002,20.455000000000002,47.0,11.0014,Sedang,Sedang,Lemah,Rendah
Summer,0,April,22,0,Minggu,0,1,0.4,0.4091,0.43,0.1045,7,29,36,16.400000000000002,20.455000000000002,43.0,7.0015,Sedang,Sedang,Lemah,Rendah
Summer,0,April,23,0,Minggu,0,1,0.4,0.4091,0.5,0.0896,9,22,31,16.400000000000002,20.455000000000002,50.0,6.0032,Sedang,Sedang,Lemah,Rendah
Summer,0,April,0,0,Senin,1,1,0.4,0.4091,0.5,0.2239,1,5,6,16.400000000000002,20.455000000000002,50.0,15.001299999999999,Sedang,Sedang,Lemah,Rendah
Summer,0,April,1,0,Senin,1,1,0.4,0.4091,0.56,0.3582,7,4,11,16.400000000000002,20.455000000000002,56.00000000000001,23.9994,Sedang,Sedang,Sedang,Rendah
Summer,0,April,2,0,Senin,1,1,0.38,0.3939,0.66,0.2537,1,1,2,15.58,19.695,66.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,3,0,Senin,1,1,0.38,0.3939,0.66,0.2836,1,0,1,15.58,19.695,66.0,19.0012,Sedang,Sedang,Sedang,Rendah
Summer,0,April,4,0,Senin,1,1,0.38,0.3939,0.71,0.2985,1,1,2,15.58,19.695,71.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Summer,0,April,5,0,Senin,1,1,0.4,0.4091,0.62,0.2537,0,7,7,16.400000000000002,20.455000000000002,62.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,6,0,Senin,1,1,0.42,0.4242,0.58,0.2836,3,43,46,17.22,21.21,57.99999999999999,19.0012,Sedang,Sedang,Sedang,Rendah
Summer,0,April,7,0,Senin,1,2,0.44,0.4394,0.54,0.2537,7,150,157,18.04,21.97,54.0,16.997899999999998,Sedang,Sedang,Lemah,Rendah
Summer,0,April,8,0,Senin,1,2,0.46,0.4545,0.55,0.2985,31,308,339,18.86,22.725,55.00000000000001,19.999499999999998,Sedang,Sedang,Sedang,Sedang
